Start Day,Member Count,Casual Count,Member Duration Avg,Casual Duration Avg
2022-02-04,18747,2325,12.77,25.04
2022-02-05,26974,5006,10.65,22.88
2022-02-06,25463,4850,12.71,24.57
2022-02-07,28512,3099,11.1,16.02
2022-02-08,47055,6438,11.57,18.89
2022-02-09,50359,7199,12.18,22.96
2022-02-10,54124,9460,12.82,23.26
2022-02-11,54010,12300,12.87,26.08
2022-02-12,49294,21005,14.48,35.46
2022-02-13,17440,3457,12.32,22.38
2022-02-14,31991,3741,11.32,22.71
2022-02-15,37419,4521,11.11,19.16
2022-02-16,47924,7148,11.76,20.09
2022-02-17,57177,12046,14.12,23.13
2022-02-18,40847,7560,13.13,20.79
2022-02-19,27058,6342,12.35,28.98
2022-02-20,25447,6512,13.1,25.47
2022-02-21,41262,12601,13.33,28.04
2022-02-22,32301,5151,13.07,26.19
2022-02-23,55353,12822,13.52,25.25
2022-02-24,40216,5785,12.34,20.91
2022-02-25,27139,4211,12.65,22.58
2022-02-26,33535,9197,12.2,25.66
2022-02-27,34169,9952,13.61,27.07
2022-02-28,41094,5836,12.27,28.55
2022-03-01,49860,7572,12.22,19.62
2022-03-02,58003,10715,12.52,21.96
2022-03-03,48966,7829,12.16,20.09
2022-03-04,43073,7986,11.6,19.35
2022-03-05,40198,12497,13.92,28.23
2022-03-06,40308,15640,14.04,30.45
2022-03-07,56438,13130,12.93,25.59
2022-03-08,54322,9456,12.47,22.33
2022-03-09,25647,3175,11.77,19.53
2022-03-10,57139,10729,12.3,22.84
2022-03-11,56409,14608,13.69,26.31
2022-03-12,16717,3619,13.34,32.23
2022-03-13,25943,5872,12.85,30.61
2022-03-14,52825,12070,12.63,29.3
2022-03-15,64395,16555,13.96,26.52
2022-03-16,65970,17490,13.29,28.82
2022-03-17,42490,8697,11.58,24.98
2022-03-18,68398,26886,14.98,32.94
2022-03-19,52853,26832,15.22,32.18
2022-03-20,46537,20528,14.59,29.58
2022-03-21,59335,15662,13.84,26.39
2022-03-22,62649,14552,13.24,24.23
2022-03-23,52520,9863,12.08,23.51
2022-03-24,40265,6727,11.36,18.48
2022-03-25,59342,17624,12.56,27.67
2022-03-26,45350,18358,13.33,27.2
2022-03-27,35449,11434,13.29,28.4
2022-03-28,34703,4484,11.82,20.99
2022-03-29,43684,6036,11.33,19.23
2022-03-30,53792,8955,11.96,18.99
2022-03-31,60583,13700,12.15,24.48
2022-04-01,55827,14417,12.14,24.69
2022-04-02,51266,23692,14.02,31.63
2022-04-03,29421,8653,12.32,25.91
2022-04-04,57769,12902,12.11,24.01
2022-04-05,61938,12327,12.04,23.51
2022-04-06,41993,7780,11.47,26.9
2022-04-07,31773,4511,11.06,20.87
2022-04-08,68637,22004,14.24,29.28
2022-04-09,49079,20026,13.18,30.83
2022-04-10,42774,15821,12.87,28.19
2022-04-11,61868,15503,12.87,25.45
2022-04-12,69875,25860,14.91,28.84
2022-04-13,76319,24484,14.72,26.83
2022-04-14,69428,23421,13.75,28.72
2022-04-15,68830,33270,15.0,29.43
2022-04-16,52247,31837,14.94,30.61
2022-04-17,37782,17795,13.44,30.16
2022-04-18,46121,11114,11.76,24.22
2022-04-19,50255,10225,12.74,21.07
2022-04-20,67013,20623,12.74,27.74
2022-04-21,62621,17129,12.29,25.66
2022-04-22,70882,29123,14.06,28.21
2022-04-23,60658,36278,15.17,30.45
2022-04-24,55149,30314,15.51,29.33
2022-04-25,60468,14294,12.95,23.23
2022-04-26,63360,13626,12.56,20.73
2022-04-27,69165,15577,12.58,23.46
2022-04-28,65299,15507,12.37,21.94
2022-04-29,67471,21953,13.63,25.22
2022-04-30,65470,38789,15.16,29.17
2022-05-01,60108,37236,16.36,33.88
2022-05-02,45241,10988,11.88,23.33
2022-05-03,75134,20129,12.88,26.44
2022-05-04,65458,16457,12.3,24.76
2022-05-05,86124,27270,13.49,25.27
2022-05-06,30279,5932,11.35,22.5
2022-05-07,17883,3388,11.36,25.54
2022-05-08,48740,16265,12.84,26.4
2022-05-09,77429,19407,12.93,26.16
2022-05-10,86383,21266,13.32,23.45
2022-05-11,89347,20709,13.8,26.06
2022-05-12,91554,22111,13.97,25.35
2022-05-13,78250,20190,13.5,27.3
2022-05-14,59388,22414,14.94,31.22
2022-05-15,76392,34981,17.18,32.98
2022-05-16,67232,14174,13.85,28.4
2022-05-17,96842,23534,15.09,27.42
2022-05-18,97245,23155,14.93,27.49
2022-05-19,75724,16709,14.29,26.76
2022-05-20,70085,17320,14.39,31.22
2022-05-21,81131,37034,17.79,34.47
2022-05-22,73394,32666,18.23,33.82
2022-05-23,83143,20677,15.62,30.38
2022-05-24,88545,18770,15.17,26.18
2022-05-25,95116,21793,14.99,26.75
2022-05-26,92564,21273,14.72,27.83
2022-05-27,72150,19101,15.01,27.47
2022-05-28,60307,24547,17.17,32.13
2022-05-29,67730,36011,18.57,35.16
2022-05-30,70873,32345,17.72,33.67
2022-05-31,83945,19012,15.68,26.29
2022-06-01,75485,14855,13.56,28.1
2022-06-02,83311,17855,16.26,27.16
2022-06-03,95434,28436,14.68,30.33
2022-06-04,88351,42204,16.63,33.42
2022-06-05,79841,38921,17.05,32.01
2022-06-06,89051,23956,15.11,28.4
2022-06-07,86970,19650,14.83,26.85
2022-06-08,101115,25953,15.07,26.93
2022-06-09,92737,25086,14.51,27.41
2022-06-10,94349,31118,15.17,29.87
2022-06-11,79576,38813,17.34,33.25
2022-06-12,65120,27538,14.69,32.38
2022-06-13,89575,24843,14.58,28.84
2022-06-14,99797,26860,14.7,25.4
2022-06-15,103569,27619,14.37,28.09
2022-06-16,82934,22002,14.61,25.67
2022-06-17,92627,30254,15.64,31.04
2022-06-18,75720,35961,15.32,30.37
2022-06-19,71630,37058,16.48,33.56
2022-06-20,85179,31977,15.49,30.39
2022-06-21,82352,19764,13.63,29.01
2022-06-22,80385,16813,13.43,23.68
2022-06-23,95876,24858,13.77,25.56
2022-06-24,95990,31655,14.65,28.81
2022-06-25,80385,41221,16.24,31.64
2022-06-26,72441,36639,16.9,37.13
2022-06-27,67105,14867,14.38,28.74
2022-06-28,98668,26077,15.09,26.74
2022-06-29,99485,25400,14.0,27.88
2022-06-30,94897,24675,14.13,26.57
2022-07-01,81327,25185,14.17,28.72
2022-07-02,62564,28717,17.13,34.7
2022-07-03,59825,32162,16.93,36.72
2022-07-04,62222,35368,19.42,37.51
2022-07-05,73248,18204,13.97,29.18
2022-07-06,93159,23084,14.64,27.87
2022-07-07,93944,24066,14.85,29.17
2022-07-08,79510,21812,13.82,27.17
2022-07-09,85720,40814,15.76,30.43
2022-07-10,80844,37930,15.98,32.7
2022-07-11,90818,23896,15.67,29.6
2022-07-12,93541,21616,13.95,26.77
2022-07-13,100541,23766,14.55,28.02
2022-07-14,98949,24912,13.62,27.44
2022-07-15,95002,27802,14.24,28.64
2022-07-16,78788,35900,15.53,32.27
2022-07-17,79210,34893,15.9,30.24
2022-07-18,70779,15197,12.9,25.54
2022-07-19,99520,23815,14.37,29.18
2022-07-20,99049,22359,14.01,25.51
2022-07-21,91955,20327,13.66,24.94
2022-07-22,90710,24674,13.44,25.93
2022-07-23,78352,32484,15.36,30.74
2022-07-24,74010,28658,14.54,28.28
2022-07-25,82356,17010,13.24,26.9
2022-07-26,103661,22547,13.56,25.32
2022-07-27,104906,23928,14.79,27.21
2022-07-28,97879,23130,13.32,26.16
2022-07-29,92137,26072,14.15,28.81
2022-07-30,85789,40908,15.02,30.11
2022-07-31,79105,36734,14.63,30.37
2022-08-01,81557,19571,14.49,27.91
2022-08-02,99738,24812,14.2,28.34
2022-08-03,102528,26120,14.01,26.53
2022-08-04,96320,25210,13.85,26.3
2022-08-05,89994,27760,15.28,28.47
2022-08-06,79924,46545,16.69,32.36
2022-08-07,66857,30907,14.18,29.53
2022-08-08,84629,22725,14.55,31.52
2022-08-09,90601,21864,13.77,27.07
2022-08-10,100850,26401,14.14,26.76
2022-08-11,91354,26122,13.57,26.95
2022-08-12,94313,32091,15.5,28.69
2022-08-13,86224,49660,18.31,35.19
2022-08-14,75736,39155,17.22,33.11
2022-08-15,89464,25659,15.09,28.91
2022-08-16,99417,26661,14.48,28.02
2022-08-17,98466,25467,13.45,25.18
2022-08-18,98437,27391,13.82,26.6
2022-08-19,93574,30939,13.95,27.88
2022-08-20,84640,47806,16.76,33.03
2022-08-21,75890,37762,15.3,31.15
2022-08-22,71836,16701,12.79,25.06
2022-08-23,97552,24515,13.41,28.41
2022-08-24,100611,25949,14.51,26.69
2022-08-25,97913,25915,14.36,26.94
2022-08-26,86148,25807,13.67,27.9
2022-08-27,81601,39688,16.45,30.96
2022-08-28,75757,35155,15.37,29.73
2022-08-29,88230,23074,14.11,25.09
2022-08-30,94510,22316,13.25,24.96
2022-08-31,101572,25318,13.56,24.58
2022-09-01,98410,26711,14.83,25.83
2022-09-02,88788,30954,14.19,31.25
2022-09-03,71462,39394,15.52,33.37
2022-09-04,64589,37709,15.2,33.93
2022-09-05,66460,30151,15.08,33.81
2022-09-06,35926,6074,12.02,24.83
2022-09-07,95975,20355,13.55,24.33
2022-09-08,110289,28094,14.1,26.18
2022-09-09,105878,31463,14.45,26.53
2022-09-10,93220,45143,16.08,31.25
2022-09-11,51552,18058,13.42,29.83
2022-09-12,96366,22064,13.56,24.43
2022-09-13,102649,23092,13.9,24.22
2022-09-14,112299,26438,14.0,25.8
2022-09-15,109006,26991,14.61,25.78
2022-09-16,104161,31131,14.46,27.34
2022-09-17,90410,43679,15.85,31.74
2022-09-18,81501,38303,17.17,31.28
2022-09-19,86142,19604,13.62,28.46
2022-09-20,108438,25191,14.2,25.27
2022-09-21,109996,27225,14.27,25.08
2022-09-22,85897,19120,14.1,23.19
2022-09-23,92001,24487,13.78,24.32
2022-09-24,80302,36038,15.29,30.25
2022-09-25,63643,25579,15.39,30.65
2022-09-26,86867,21517,13.96,26.4
2022-09-27,98095,21588,13.71,24.17
2022-09-28,104921,22287,13.6,23.71
2022-09-29,102051,22699,13.45,22.22
2022-09-30,94269,24421,13.48,24.62
2022-10-01,47122,14456,13.26,25.75
2022-10-02,41967,11247,12.72,23.84
2022-10-03,44498,6414,12.31,23.8
2022-10-04,47211,6509,12.09,18.88
2022-10-05,60860,10469,11.76,22.02
2022-10-06,103736,23743,13.73,26.53
2022-10-07,98369,28639,14.28,29.14
2022-10-08,72988,30626,14.66,34.27
2022-10-09,67246,29308,14.71,31.24
2022-10-10,77123,21880,13.5,27.8
2022-10-11,94559,20561,13.33,25.29
2022-10-12,100054,21700,13.26,25.07
2022-10-13,64432,11203,12.5,22.07
2022-10-14,92745,25538,13.68,25.71
2022-10-15,83726,37705,15.54,31.25
2022-10-16,72957,31142,14.46,29.63
2022-10-17,75992,15311,13.71,24.56
2022-10-18,87777,16292,12.61,22.52
2022-10-19,87162,15500,12.54,23.82
2022-10-20,89937,17549,12.76,21.92
2022-10-21,88776,22848,13.22,24.98
2022-10-22,79791,34754,14.71,30.99
2022-10-23,52165,16407,13.12,27.67
2022-10-24,58461,9939,14.25,28.93
2022-10-25,86133,15333,12.8,21.86
2022-10-26,97453,18492,12.92,23.83
2022-10-27,98346,20781,12.84,24.3
2022-10-28,88343,21249,12.65,22.55
2022-10-29,77440,30760,14.13,28.76
2022-10-30,70507,27946,14.09,29.16
2022-10-31,83061,16432,12.81,24.38
2022-11-01,90244,16579,12.68,21.73
2022-11-02,100380,20659,13.04,22.44
2022-11-03,99356,20865,12.93,23.53
2022-11-04,96560,25842,13.4,25.13
2022-11-05,86406,39252,15.85,30.2
2022-11-06,74499,32053,15.26,31.37
2022-11-07,89477,20811,13.59,26.08
2022-11-08,84387,15175,13.34,22.36
2022-11-09,83998,14326,12.99,25.01
2022-11-10,93282,19143,13.16,24.15
2022-11-11,47184,9431,13.75,24.25
2022-11-12,82441,34965,14.92,30.68
2022-11-13,54656,16656,13.26,24.97
2022-11-14,66442,9741,12.05,19.82
2022-11-15,58779,7523,13.33,23.33
2022-11-16,69835,9596,12.09,21.75
2022-11-17,71149,9664,12.19,20.02
2022-11-18,65386,10420,11.81,24.18
2022-11-19,49399,11995,12.33,26.1
2022-11-20,38403,8082,11.8,22.58
2022-11-21,54697,6908,12.04,20.66
2022-11-22,66448,9933,12.53,22.71
2022-11-23,64086,12218,12.62,25.1
2022-11-24,28483,10806,13.66,35.53
2022-11-25,35668,9015,12.05,26.4
2022-11-26,45959,15709,13.54,31.21
2022-11-27,29477,6311,11.65,22.71
2022-11-28,66207,9098,12.2,20.58
2022-11-29,69151,8546,11.44,20.39
2022-11-30,50660,5684,11.03,16.37
2022-12-01,67023,8430,12.88,21.33
2022-12-02,66399,10774,11.52,21.28
2022-12-03,38465,8482,11.95,25.76
2022-12-04,51613,12948,12.15,25.09
2022-12-05,67143,9116,11.7,19.6
2022-12-06,48786,5443,11.91,23.97
2022-12-07,67995,8867,12.08,18.6
2022-12-08,79780,12592,12.13,21.71
2022-12-09,68020,11537,12.03,22.58
2022-12-10,53065,12791,12.01,24.57
2022-12-11,28379,5487,11.13,24.53
2022-12-12,56096,6034,11.01,17.78
2022-12-13,60793,7082,12.02,20.89
2022-12-14,62451,7307,11.45,19.11
2022-12-15,41217,4332,11.08,19.83
2022-12-16,26356,3209,10.61,18.07
2022-12-17,50468,11109,12.14,23.55
2022-12-18,40989,9022,11.9,25.99
2022-12-19,50131,6105,11.04,19.98
2022-12-20,53551,7027,11.4,22.81
2022-12-21,53935,7408,11.58,20.2
2022-12-22,36129,4314,11.21,19.33
2022-12-23,24843,2708,11.13,19.82
2022-12-24,11416,1185,14.88,27.48
2022-12-25,8257,1594,15.43,37.28
2022-12-26,17570,2685,12.1,28.11
2022-12-27,30061,4334,11.79,21.14
2022-12-28,38503,7174,12.61,31.46
2022-12-29,43908,9769,12.83,28.32
2022-12-30,49233,15317,13.03,33.37
2022-12-31,26204,6691,11.93,34.14
2023-01-01,36426,16135,14.32,38.56
2023-01-02,46417,13952,12.0,30.08
2023-01-03,47477,6114,12.06,23.33
2023-01-04,66112,10856,12.45,26.5
2023-01-05,64919,9097,11.45,21.47
2023-01-06,58129,8894,11.5,23.61
2023-01-07,50668,10602,12.7,26.18
2023-01-08,42698,8451,13.0,28.89
2023-01-09,57347,6270,11.09,21.75
2023-01-10,62154,6539,10.97,20.43
2023-01-11,63151,6176,11.02,21.36
2023-01-12,48028,5188,11.01,20.31
2023-01-13,59674,7865,12.01,20.64
2023-01-14,38565,6403,12.66,22.06
2023-01-15,35634,6747,12.54,26.48
2023-01-16,44693,6861,11.5,25.99
2023-01-17,60679,6269,11.2,20.51
2023-01-18,70439,7586,12.4,23.12
2023-01-19,30975,2497,10.78,21.3
2023-01-20,61920,7928,11.45,20.77
2023-01-21,50283,9960,12.8,24.54
2023-01-22,34331,6367,12.82,26.98
2023-01-23,36945,2779,10.67,22.04
2023-01-24,63522,6348,12.24,18.56
2023-01-25,40013,3209,12.18,25.04
2023-01-26,60529,6149,11.5,18.94
2023-01-27,60037,7759,11.49,21.61
2023-01-28,55644,13200,12.34,27.38
2023-01-29,48973,10832,12.42,25.63
2023-01-30,64451,8077,11.65,21.11
2023-01-31,54348,4910,11.5,18.94
2023-02-01,57562,4816,11.46,20.42
2023-02-02,59710,5417,10.8,17.13
2023-02-03,36373,3017,10.83,20.81
2023-02-04,23084,2656,11.42,22.5
2023-02-05,43570,7850,11.99,27.47
2023-02-06,60573,6251,11.38,18.12
2023-02-07,62173,5801,10.79,18.1
2023-02-08,72986,8037,12.03,20.74
2023-02-09,70442,8085,11.41,20.44
2023-02-10,74877,11824,12.99,23.42
2023-02-11,54233,11623,12.78,29.27
2023-02-12,48132,9321,11.82,25.12
2023-02-13,66498,7859,11.88,22.07
2023-02-14,71948,8666,11.92,21.5
2023-02-15,81070,10925,12.61,23.99
2023-02-16,68344,8631,12.25,20.43
2023-02-17,46097,5253,10.31,19.28
2023-02-18,44856,9172,11.68,24.15
2023-02-19,43159,9974,11.96,27.69
2023-02-20,59165,14278,12.47,32.42
2023-02-21,52450,5756,10.97,20.14
2023-02-22,51320,4930,10.65,19.17
2023-02-23,61083,6806,12.08,20.55
2023-02-24,54575,6994,10.98,22.9
2023-02-25,38673,6082,11.56,23.47
2023-02-26,47226,9360,12.11,24.34
2023-02-27,54974,5446,11.25,20.89
2023-02-28,39122,3043,10.14,16.68
2023-03-01,66093,6555,11.27,26.99
2023-03-02,68737,7873,11.17,22.42
2023-03-03,59953,7579,11.09,23.51
2023-03-04,49290,9617,11.99,24.95
2023-03-05,53789,13220,12.54,24.83
2023-03-06,67110,8094,11.4,23.4
2023-03-07,62940,6106,10.76,19.37
2023-03-08,67256,6955,10.82,18.39
2023-03-09,71431,8599,10.79,21.59
2023-03-10,54850,6733,10.18,27.77
2023-03-11,43104,7887,10.62,24.51
2023-03-12,47561,10987,13.05,28.65
2023-03-13,31204,2742,10.74,18.88
2023-03-14,38097,2920,9.57,14.77
2023-03-15,61746,6446,10.15,19.6
2023-03-16,75269,11269,11.68,23.35
2023-03-17,72570,13572,12.45,29.55
2023-03-18,60120,17320,13.3,29.76
2023-03-19,42330,7915,10.83,23.53
2023-03-20,63346,7950,10.94,24.4
2023-03-21,78702,12200,13.47,26.89
2023-03-22,79111,11043,12.42,23.58
2023-03-23,69065,8719,12.73,22.21
2023-03-24,68796,11643,11.98,27.58
2023-03-25,29702,4471,11.21,25.42
2023-03-26,67471,23547,14.02,29.88
2023-03-27,55425,7521,11.38,24.28
2023-03-28,73801,8920,11.47,21.1
2023-03-29,80923,10821,12.07,23.75
2023-03-30,70447,8808,10.66,21.61
2023-03-31,74279,11664,10.87,23.96
2023-04-01,56730,16950,13.71,33.12
2023-04-02,57904,16052,12.3,31.44
2023-04-03,75841,11794,11.31,27.81
2023-04-04,92585,16420,13.71,28.48
2023-04-05,66705,7854,11.23,21.47
2023-04-06,84038,16293,12.11,27.89
2023-04-07,70041,14597,11.32,26.26
2023-04-08,60409,19477,12.77,28.75
2023-04-09,53724,18827,13.17,31.08
2023-04-10,77193,16416,13.5,38.18
2023-04-11,89793,18202,13.43,37.79
2023-04-12,98139,22050,13.74,29.17
2023-04-13,99311,23967,13.75,32.75
2023-04-14,96238,28010,13.89,35.33
2023-04-15,77856,27076,14.29,32.73
2023-04-16,78592,28824,14.5,30.73
2023-04-17,81781,13338,11.68,23.05
2023-04-18,87968,11772,11.0,21.68
2023-04-19,95454,14765,12.32,23.84
2023-04-20,99540,18088,12.29,23.92
2023-04-21,95502,23841,12.32,27.73
2023-04-22,76575,41146,14.8,31.49
2023-04-23,66706,24309,13.99,29.8
2023-04-24,87347,15850,11.67,23.86
2023-04-25,94558,15167,12.07,22.98
2023-04-26,97282,15141,11.76,22.05
2023-04-27,92356,14752,11.71,23.54
2023-04-28,75416,13367,11.27,23.61
2023-04-29,16265,2236,10.1,19.56
2023-04-30,22044,3876,10.5,20.32
2023-05-01,90609,15445,12.04,28.23
2023-05-02,82601,11002,12.6,20.69
2023-05-03,92661,13036,11.3,26.03
2023-05-04,84399,11808,11.0,21.82
2023-05-05,96841,19681,11.9,28.75
2023-05-06,92152,35931,15.07,34.16
2023-05-07,82858,34151,16.4,34.93
2023-05-08,99360,19760,12.78,27.61
2023-05-09,102853,16821,12.0,25.56
2023-05-10,108169,19461,12.58,25.07
2023-05-11,110564,22208,13.22,26.09
2023-05-12,107068,26428,13.35,30.17
2023-05-13,91473,34053,15.44,31.22
2023-05-14,80297,30092,14.84,31.58
2023-05-15,99826,19065,12.98,26.54
2023-05-16,105777,20024,12.6,28.72
2023-05-17,101771,17727,12.33,23.91
2023-05-18,100058,18870,12.3,23.35
2023-05-19,99523,24082,12.61,28.06
2023-05-20,37626,8694,11.79,27.0
2023-05-21,85265,32586,15.0,30.73
2023-05-22,98302,19597,12.37,27.05
2023-05-23,107422,18867,12.08,26.28
2023-05-24,101957,18225,12.16,23.62
2023-05-25,106732,20204,12.62,25.28
2023-05-26,100251,25714,13.23,26.12
2023-05-27,77099,32955,14.52,32.84
2023-05-28,70511,32429,15.77,32.96
2023-05-29,75686,30388,14.73,32.71
2023-05-30,97782,17991,13.57,25.67
2023-05-31,106510,19468,12.69,25.83
2023-06-01,108853,21906,13.72,23.9
2023-06-02,93551,21543,12.67,25.7
2023-06-03,82483,26940,14.59,29.79
2023-06-04,79271,27298,14.04,28.76
2023-06-05,99073,19410,12.55,26.96
2023-06-06,97722,17788,12.06,24.1
2023-06-07,81836,13148,10.98,20.89
2023-06-08,83273,16481,11.86,24.59
2023-06-09,94823,21835,12.97,24.84
2023-06-10,92069,34277,15.04,29.81
2023-06-11,82092,29714,14.5,30.98
2023-06-12,84979,15155,12.31,25.79
2023-06-13,112771,22816,14.11,25.5
2023-06-14,102794,18194,12.1,22.63
2023-06-15,114444,24596,12.75,24.95
2023-06-16,88998,20202,11.99,25.18
2023-06-17,86953,33478,13.89,29.38
2023-06-18,80443,33882,14.18,30.62
2023-06-19,94480,29811,13.13,27.35
2023-06-20,110454,22136,12.66,24.35
2023-06-21,113688,22269,12.32,24.17
2023-06-22,100339,19914,11.84,21.47
2023-06-23,90521,20536,12.79,24.58
2023-06-24,84146,30346,13.33,26.17
2023-06-25,86380,34042,15.24,30.25
2023-06-26,87819,17506,11.69,24.63
2023-06-27,103068,19723,11.73,22.57
2023-06-28,111726,24084,13.14,24.75
2023-06-29,109056,25809,11.97,24.63
2023-06-30,92175,25140,12.13,24.23
2023-07-01,77947,34061,13.36,30.08
2023-07-02,60168,25655,13.14,30.01
2023-07-03,74967,25616,12.97,29.99
2023-07-04,60857,26621,14.47,34.88
2023-07-05,96781,23260,12.12,29.65
2023-07-06,102415,24586,12.23,27.82
2023-07-07,99730,27533,12.2,26.74
2023-07-08,85915,34280,13.13,27.98
2023-07-09,67607,23575,12.88,30.5
2023-07-10,103793,23851,12.05,24.92
2023-07-11,112525,25293,12.47,24.08
2023-07-12,112859,25018,12.17,23.53
2023-07-13,110468,25446,12.34,24.39
2023-07-14,88040,21959,12.61,24.53
2023-07-15,80380,32918,13.17,27.02
2023-07-16,50957,16407,13.31,29.19
2023-07-17,104006,24941,12.34,26.85
2023-07-18,104731,21982,12.02,24.3
2023-07-19,111877,24326,12.22,20.94
2023-07-20,115620,28369,12.34,22.04
2023-07-21,100396,29037,12.84,24.06
2023-07-22,94474,42761,14.48,27.58
2023-07-23,87852,38314,13.42,25.7
2023-07-24,103793,25711,12.55,23.69
2023-07-25,95475,19853,11.73,20.8
2023-07-26,119484,28566,12.54,22.18
2023-07-27,107477,24875,12.61,22.55
2023-07-28,101161,28470,11.99,22.45
2023-07-29,87602,36303,13.36,25.87
2023-07-30,92389,40329,14.22,26.61
2023-07-31,107586,27008,12.59,23.76
2023-08-01,118885,28173,13.12,22.89
2023-08-02,120916,28984,13.12,22.88
2023-08-03,118868,28823,12.11,22.52
2023-08-04,105668,28798,12.76,23.61
2023-08-05,96091,46889,15.66,28.46
2023-08-06,89599,38241,14.88,28.82
2023-08-07,83645,19031,12.26,21.55
2023-08-08,112985,25205,12.48,21.96
2023-08-09,118585,27366,13.04,22.36
2023-08-10,77714,15194,11.57,19.97
2023-08-11,109424,31589,13.55,23.93
2023-08-12,93104,44261,15.48,28.67
2023-08-13,86484,35223,14.29,26.95
2023-08-14,102701,24826,12.17,23.22
2023-08-15,109885,23700,12.36,21.45
2023-08-16,114998,26219,12.68,22.47
2023-08-17,110776,26103,12.53,22.35
2023-08-18,101914,30381,12.79,24.23
2023-08-19,99143,50134,15.78,29.2
2023-08-20,86671,36708,14.99,27.63
2023-08-21,101873,24414,12.69,24.75
2023-08-22,114990,26109,12.36,22.53
2023-08-23,116116,26057,12.49,22.55
2023-08-24,87357,17590,11.86,21.67
2023-08-25,81787,20738,13.01,22.21
2023-08-26,90884,38621,14.17,26.27
2023-08-27,92024,37776,14.64,27.87
2023-08-28,102829,23415,12.94,22.95
2023-08-29,114333,24963,12.37,21.3
2023-08-30,110635,24400,13.8,22.22
2023-08-31,115088,27266,12.83,21.94
2023-09-01,99854,32092,13.34,23.77
2023-09-02,84268,38660,14.83,28.27
2023-09-03,77910,37578,14.51,29.56
2023-09-04,81567,33213,13.89,27.45
2023-09-05,113835,23406,12.58,22.98
2023-09-06,121573,24147,12.71,22.15
2023-09-07,122956,26077,12.64,20.82
2023-09-08,100075,23867,12.09,21.5
2023-09-09,94746,34682,13.76,25.25
2023-09-10,66957,21415,12.92,24.72
2023-09-11,95476,19366,12.74,22.81
2023-09-12,132938,27957,12.83,21.95
2023-09-13,124277,24098,13.25,20.84
2023-09-14,133396,28103,14.76,23.07
2023-09-15,120047,30094,13.94,22.13
2023-09-16,105198,42875,15.79,26.6
2023-09-17,91924,36757,14.28,25.64
2023-09-18,53077,9014,12.6,20.07
2023-09-19,129585,27494,13.43,22.26
2023-09-20,131802,28683,12.68,21.56
2023-09-21,128072,29348,13.45,21.44
2023-09-22,121108,31819,13.07,22.72
2023-09-23,30357,7058,12.3,21.61
2023-09-24,29487,6273,13.32,23.03
2023-09-25,39476,5318,12.99,17.42
2023-09-26,75154,11329,15.9,20.2
2023-09-27,119606,22535,15.56,23.09
2023-09-28,94300,16260,14.43,22.82
2023-09-29,39508,11208,19.56,30.08
2023-09-30,80460,25447,17.69,28.45
2023-10-01,96340,39048,15.8,28.28
2023-10-02,114461,24973,12.97,23.24
2023-10-03,125879,25317,13.73,23.7
2023-10-04,127512,26619,13.0,22.2
2023-10-05,125795,26958,13.38,23.5
2023-10-06,101757,23424,12.19,22.31
2023-10-07,55484,15465,13.24,22.26
2023-10-08,78393,29631,13.74,25.76
2023-10-09,89970,21300,12.53,22.05
2023-10-10,112212,19859,13.47,20.93
2023-10-11,122849,23502,12.54,20.5
2023-10-12,121377,25034,13.64,21.35
2023-10-13,111376,29674,13.08,23.49
2023-10-14,35554,8515,12.77,24.15
2023-10-15,81923,27369,13.81,24.18
2023-10-16,103990,20004,12.55,20.68
2023-10-17,115927,21137,12.73,20.78
2023-10-18,119180,21871,12.21,19.37
2023-10-19,119237,24396,12.04,20.77
2023-10-20,54307,9747,10.56,18.31
2023-10-21,74818,23087,13.4,23.5
2023-10-22,78725,24815,12.3,22.44
2023-10-23,101096,18238,12.14,20.7
2023-10-24,116422,20514,12.09,19.83
2023-10-25,123483,22931,12.79,20.26
2023-10-26,127218,26834,12.64,22.27
2023-10-27,120691,30952,12.34,22.05
2023-10-28,111670,49916,14.8,26.78
2023-10-29,40641,10653,13.31,23.0
2023-10-30,87791,14265,12.34,18.79
2023-10-31,104557,16990,12.89,20.29
2023-11-01,90556,12828,12.59,16.73
2023-11-02,97076,14632,12.34,18.55
2023-11-03,97511,20383,13.34,21.85
2023-11-04,86381,28792,14.98,23.8
2023-11-05,84256,31033,15.31,24.79
2023-11-06,93127,16072,14.63,22.37
2023-11-07,103427,17703,13.97,21.99
2023-11-08,98868,14727,13.03,18.3
2023-11-09,103814,17472,13.07,20.48
2023-11-10,92285,19112,12.58,20.46
2023-11-11,79745,26365,13.46,23.37
2023-11-12,63857,16765,11.52,23.02
2023-11-13,85286,11674,11.3,18.28
2023-11-14,95570,12865,11.55,17.03
2023-11-15,99809,13907,11.41,16.73
2023-11-16,108095,17937,11.55,19.17
2023-11-17,107636,23916,11.99,20.28
2023-11-18,77559,22658,11.86,21.57
2023-11-19,70273,19726,11.82,22.65
2023-11-20,79197,11444,10.67,18.07
2023-11-21,55469,6752,10.36,17.35
2023-11-22,70911,13295,11.72,20.23
2023-11-23,34068,12089,12.04,26.84
2023-11-24,43672,11012,11.28,22.33
2023-11-25,43201,10937,11.13,21.29
2023-11-26,38133,8116,10.46,20.12
2023-11-27,79420,9760,11.64,17.67
2023-11-28,75326,7610,10.39,15.08
2023-11-29,75732,7779,10.48,14.78
2023-11-30,88532,11584,11.25,17.42
