Start Day,Member Count,Casual Count,Member Duration Avg,Casual Duration Avg
2020-04-09,11946,2246,18.02,67.15
2020-04-10,13459,2817,17.51,36.48
2020-04-11,22890,10252,23.08,41.45
2020-04-12,20896,10668,25.94,41.16
2020-04-13,6258,1539,16.26,36.94
2020-04-14,19619,5664,18.67,56.95
2020-04-15,17860,4328,17.83,48.55
2020-04-16,16022,3548,17.21,36.71
2020-04-17,15591,3302,20.93,37.2
2020-04-18,12627,3282,21.34,50.65
2020-04-19,29312,17737,23.75,46.07
2020-04-20,17674,4208,18.78,44.07
2020-04-21,14232,2818,18.41,41.1
2020-04-22,19044,4739,17.62,50.79
2020-04-23,15677,3448,16.84,43.24
2020-04-24,10787,1823,16.48,70.36
2020-04-25,36613,22285,25.8,42.0
2020-04-26,7719,1867,18.32,35.9
2020-04-27,15008,2787,16.68,48.1
2020-04-28,28898,10721,19.61,40.12
2020-04-29,17907,3746,16.9,35.91
2020-04-30,12354,2188,16.11,45.37
2020-05-01,20117,4828,17.81,41.1
2020-05-02,42626,30182,24.94,47.83
2020-05-03,37127,26604,23.34,47.69
2020-05-04,24352,8004,19.37,41.75
2020-05-05,26636,8442,19.4,52.57
2020-05-06,14405,2869,17.72,35.87
2020-05-07,31964,11713,19.87,43.53
2020-05-08,14318,3008,15.84,43.2
2020-05-09,20579,7168,18.95,44.82
2020-05-10,34735,19769,22.25,43.47
2020-05-11,18505,4224,16.24,30.97
2020-05-12,27646,8352,18.72,37.98
2020-05-13,30204,10388,20.78,37.5
2020-05-14,30832,10754,19.28,40.98
2020-05-15,36497,16406,20.15,55.67
2020-05-16,46221,34071,23.34,45.89
2020-05-17,38426,25127,21.79,40.5
2020-05-18,29859,9295,18.15,41.02
2020-05-19,30814,10120,19.25,44.89
2020-05-20,33996,11562,19.65,42.82
2020-05-21,35162,13398,19.09,37.78
2020-05-22,33751,13690,18.89,34.98
2020-05-23,17513,5499,17.97,40.74
2020-05-24,42290,30599,23.58,37.06
2020-05-25,40995,26881,22.63,38.3
2020-05-26,37596,15466,19.16,38.65
2020-05-27,39484,15587,19.64,37.9
2020-05-28,34973,11118,18.58,38.1
2020-05-29,38978,14378,18.52,34.62
2020-05-30,52471,34610,22.7,38.52
2020-05-31,48987,31719,22.48,37.15
2020-06-01,37981,14945,22.27,69.14
2020-06-02,33977,12494,21.11,57.17
2020-06-03,22682,6084,19.01,58.44
2020-06-04,29595,10064,20.9,47.84
2020-06-05,26071,6993,20.11,48.0
2020-06-06,36001,20262,24.58,54.87
2020-06-07,50191,30250,23.61,47.32
2020-06-08,43967,16880,20.22,51.75
2020-06-09,43931,17735,19.67,45.72
2020-06-10,44908,18200,20.06,49.82
2020-06-11,33995,9850,20.34,43.72
2020-06-12,50020,22477,20.12,40.39
2020-06-13,52956,36734,22.1,44.27
2020-06-14,47829,31902,22.46,41.22
2020-06-15,41967,15588,19.36,42.66
2020-06-16,47056,18239,18.57,41.66
2020-06-17,46513,17476,18.08,37.24
2020-06-18,45161,16933,19.35,44.07
2020-06-19,53404,25876,19.88,40.64
2020-06-20,49615,31177,21.58,41.8
2020-06-21,44495,27711,21.14,45.27
2020-06-22,43959,15829,19.6,36.73
2020-06-23,48849,18450,18.88,38.45
2020-06-24,48752,18032,19.07,37.62
2020-06-25,50454,19124,18.41,40.13
2020-06-26,51951,21687,19.49,40.53
2020-06-27,40327,18894,19.53,40.81
2020-06-28,45161,23943,21.04,35.4
2020-06-29,45776,15798,17.68,36.86
2020-06-30,49144,15958,17.41,31.58
2020-07-01,47835,15571,20.83,59.66
2020-07-02,52642,20752,23.28,51.69
2020-07-03,41600,17729,19.14,54.57
2020-07-04,43544,27444,22.2,57.85
2020-07-05,41494,23029,21.72,55.47
2020-07-06,35307,10669,20.18,61.31
2020-07-07,51361,16449,20.4,50.87
2020-07-08,48609,14712,19.43,54.53
2020-07-09,56412,19962,18.7,58.82
2020-07-10,18457,4320,17.8,64.29
2020-07-11,46689,19884,20.71,45.54
2020-07-12,54367,29923,21.52,49.11
2020-07-13,51937,17080,19.04,55.7
2020-07-14,57445,19523,18.74,53.35
2020-07-15,58323,20017,18.56,46.56
2020-07-16,58592,20656,18.76,48.65
2020-07-17,52108,17726,18.57,46.05
2020-07-18,52974,27434,20.02,42.55
2020-07-19,44690,22099,20.71,43.23
2020-07-20,45317,12968,17.37,46.86
2020-07-21,54257,16300,18.27,40.58
2020-07-22,41346,10642,16.36,38.02
2020-07-23,51913,13679,16.58,34.57
2020-07-24,50674,16116,18.15,40.53
2020-07-25,56954,30682,19.98,41.94
2020-07-26,48647,24087,20.79,38.12
2020-07-27,48085,14389,16.21,32.33
2020-07-28,53432,16936,16.41,32.33
2020-07-29,57641,19423,16.98,31.81
2020-07-30,55595,16514,16.82,32.19
2020-07-31,52735,18111,17.02,30.95
2020-08-01,57260,31784,20.74,39.69
2020-08-02,47220,22847,19.59,46.52
2020-08-03,51074,16145,17.31,41.43
2020-08-04,35010,9578,19.71,36.71
2020-08-05,60823,20989,18.55,46.64
2020-08-06,58948,20182,18.0,44.69
2020-08-07,44825,15131,18.45,42.74
2020-08-08,57995,32242,20.53,46.79
2020-08-09,53377,29390,20.77,37.69
2020-08-10,52193,16799,17.26,46.46
2020-08-11,56028,19264,17.67,38.29
2020-08-12,50913,15156,17.35,42.23
2020-08-13,48088,14339,16.32,38.66
2020-08-14,60295,23463,17.77,33.02
2020-08-15,58633,34151,20.58,33.46
2020-08-16,27192,11459,17.25,33.95
2020-08-17,53183,17175,16.6,33.42
2020-08-18,60541,21258,17.2,34.27
2020-08-19,54386,17081,17.37,33.75
2020-08-20,58723,22524,17.41,31.51
2020-08-21,61121,23693,18.51,37.04
2020-08-22,55573,31513,19.95,36.84
2020-08-23,53405,28396,18.72,37.41
2020-08-24,54105,17031,17.0,34.2
2020-08-25,55352,16715,16.31,31.78
2020-08-26,66652,21428,16.85,29.11
2020-08-27,53738,15575,15.99,29.37
2020-08-28,58072,20095,16.36,30.97
2020-08-29,49325,21962,17.08,30.74
2020-08-30,59638,32796,19.38,32.33
2020-08-31,58226,17439,15.95,26.84
2020-09-01,58961,17713,16.7,43.16
2020-09-02,54482,15516,17.17,46.78
2020-09-03,55434,15883,16.54,36.59
2020-09-04,62008,23331,18.22,44.72
2020-09-05,56496,33076,21.86,37.43
2020-09-06,50011,32995,19.43,43.16
2020-09-07,53569,30328,21.1,39.7
2020-09-08,61024,18212,18.04,31.99
2020-09-09,65864,18552,17.76,39.26
2020-09-10,42218,10689,15.34,35.83
2020-09-11,70344,24300,18.76,35.41
2020-09-12,65960,35502,18.6,39.21
2020-09-13,56818,27864,20.1,41.64
2020-09-14,61677,17586,18.78,36.41
2020-09-15,65671,18447,16.46,33.81
2020-09-16,67820,19157,16.17,40.58
2020-09-17,67887,19603,16.97,33.48
2020-09-18,66860,22158,17.97,34.13
2020-09-19,58511,31474,19.0,40.95
2020-09-20,51796,25870,18.98,31.99
2020-09-21,56615,15496,15.79,29.42
2020-09-22,64797,18064,16.66,32.4
2020-09-23,69774,20826,16.74,32.26
2020-09-24,67135,19803,16.6,36.34
2020-09-25,69216,24496,16.96,36.42
2020-09-26,63593,35669,19.01,32.45
2020-09-27,57561,29850,17.58,34.44
2020-09-28,59726,18330,15.88,32.98
2020-09-29,48904,10912,14.85,28.8
2020-09-30,66942,18849,15.45,28.55
2020-10-01,69845,19873,16.24,30.24
2020-10-02,61478,19523,15.88,37.96
2020-10-03,62361,33201,18.73,38.86
2020-10-04,53985,26677,18.3,35.62
2020-10-05,59258,16537,15.59,35.02
2020-10-06,67020,18614,16.62,33.24
2020-10-07,63892,17371,15.04,28.79
2020-10-08,65626,18364,16.69,34.45
2020-10-09,66147,21497,17.07,36.16
2020-10-10,60708,33211,19.3,39.9
2020-10-11,50746,24680,17.17,41.72
2020-10-12,13820,2585,13.87,25.96
2020-10-13,43194,8691,16.6,33.39
2020-10-14,70023,18381,16.46,33.36
2020-10-15,71297,19998,15.81,31.73
2020-10-16,25548,5141,13.38,36.64
2020-10-17,60135,28203,17.39,32.6
2020-10-18,53277,23633,18.04,32.99
2020-10-19,58975,14361,15.09,28.38
2020-10-20,61316,14879,15.78,30.14
2020-10-21,67282,16863,15.03,27.24
2020-10-22,66678,17170,14.97,27.5
2020-10-23,66914,20025,15.81,30.51
2020-10-24,61556,29040,17.51,33.37
2020-10-25,44421,17448,15.93,28.16
2020-10-26,42926,8209,13.9,29.32
2020-10-27,63701,14329,14.16,25.02
2020-10-28,51436,11411,14.35,26.5
2020-10-29,16384,2688,12.85,23.54
2020-10-30,32665,6881,13.36,23.8
2020-10-31,49501,17270,15.91,28.35
2020-11-01,25514,7086,14.7,36.33
2020-11-02,43407,7203,13.15,29.53
2020-11-03,51667,10445,14.57,33.94
2020-11-04,53714,11490,14.75,32.13
2020-11-05,60532,14193,16.4,32.11
2020-11-06,63973,18169,15.24,35.49
2020-11-07,65272,33195,21.23,40.44
2020-11-08,57634,28513,18.79,41.95
2020-11-09,60406,15393,15.26,34.81
2020-11-10,67300,17065,15.67,32.54
2020-11-11,38360,7897,14.82,44.16
2020-11-12,34346,6358,13.44,26.09
2020-11-13,39818,8839,14.93,25.52
2020-11-14,53538,21725,17.55,31.13
2020-11-15,38428,12575,17.54,32.31
2020-11-16,48205,9402,14.82,31.04
2020-11-17,46618,7862,13.53,29.63
2020-11-18,38581,5473,13.17,20.21
2020-11-19,44063,7362,13.62,27.08
2020-11-20,55039,13444,15.66,25.79
2020-11-21,53312,21921,17.09,32.36
2020-11-22,35265,10747,15.45,27.77
2020-11-23,36192,6407,13.47,22.18
2020-11-24,44840,8262,14.23,25.54
2020-11-25,46807,10036,14.08,28.2
2020-11-26,22590,8097,16.43,32.06
2020-11-27,38896,14212,16.12,30.69
2020-11-28,38667,14535,16.05,27.13
2020-11-29,39192,13365,15.63,30.78
2020-11-30,20232,3025,12.25,20.93
2020-12-01,45484,7583,15.64,30.06
2020-12-02,41120,6210,12.65,23.77
2020-12-03,45255,7891,14.14,27.03
2020-12-04,34563,5878,14.01,37.32
2020-12-05,25506,6303,17.04,35.97
2020-12-06,32455,8288,14.27,32.46
2020-12-07,36615,4976,12.98,25.5
2020-12-08,36466,4617,13.43,24.18
2020-12-09,33147,3906,12.27,26.35
2020-12-10,44697,7193,13.72,32.62
2020-12-11,49501,10405,14.3,32.95
2020-12-12,41053,12446,15.05,29.89
2020-12-13,45330,15751,17.29,29.75
2020-12-14,22832,2954,11.92,25.91
2020-12-15,39398,5395,14.76,38.14
2020-12-16,23786,2543,13.47,36.82
2020-12-17,143,36,40.25,23.34
2020-12-18,13308,1656,23.69,42.64
2020-12-19,14268,2470,20.93,37.7
2020-12-20,14067,2273,16.45,30.79
2020-12-21,27818,3597,13.96,23.8
2020-12-22,32681,4575,14.19,21.96
2020-12-23,35077,5377,13.76,25.24
2020-12-24,27724,4882,14.29,33.5
2020-12-25,9321,2529,16.64,29.42
2020-12-26,16316,3475,14.67,26.25
2020-12-27,19299,4465,14.77,34.34
2020-12-28,32154,6630,13.99,28.83
2020-12-29,28514,4688,13.57,24.83
2020-12-30,30678,5027,13.42,24.97
2020-12-31,22041,4293,13.59,30.47
2021-01-01,14957,3833,16.26,40.6
2021-01-02,31864,9331,16.94,31.05
2021-01-03,12441,2137,13.43,38.79
2021-01-04,32248,4497,13.1,27.08
2021-01-05,34083,4442,13.37,24.27
2021-01-06,33664,4265,12.7,30.41
2021-01-07,33631,4340,12.94,22.81
2021-01-08,32694,4444,13.96,34.44
2021-01-09,28766,5877,14.09,29.59
2021-01-10,29066,6300,14.25,32.8
2021-01-11,32464,3642,12.7,26.47
2021-01-12,37630,4668,13.27,36.61
2021-01-13,37663,4859,12.99,36.75
2021-01-14,41762,6070,14.03,32.8
2021-01-15,35315,5193,13.61,29.85
2021-01-16,32800,8389,14.3,27.08
2021-01-17,30358,8473,14.28,32.85
2021-01-18,35294,7446,14.18,26.71
2021-01-19,36033,4559,12.52,21.72
2021-01-20,32333,3918,12.27,24.15
2021-01-21,36023,4874,13.68,28.27
2021-01-22,38085,5952,13.05,27.61
2021-01-23,26640,5497,13.96,25.35
2021-01-24,22941,4412,13.43,29.85
2021-01-25,32130,3930,12.06,25.98
2021-01-26,24972,2403,11.6,24.66
2021-01-27,34966,4016,12.38,23.66
2021-01-28,30868,3269,11.68,25.74
2021-01-29,21309,2257,11.76,16.25
2021-01-30,23208,4122,13.04,29.85
2021-01-31,18961,2762,13.08,47.65
2021-02-01,220,29,47.68,20.02
2021-02-03,5762,726,57.76,80.47
2021-02-04,16722,2070,22.15,35.42
2021-02-05,21187,3191,17.07,38.63
2021-02-06,25469,5767,17.48,32.2
2021-02-07,7119,1189,20.29,45.4
2021-02-08,16683,1851,14.39,27.58
2021-02-09,20430,2052,13.11,23.09
2021-02-10,24056,4176,20.98,17.91
2021-02-11,20579,2400,13.56,18.1
2021-02-12,22787,3222,14.26,21.21
2021-02-13,19352,3732,13.82,30.96
2021-02-14,19131,4310,14.0,29.81
2021-02-15,20269,3135,20.18,23.59
2021-02-16,27120,3928,13.83,22.38
2021-02-17,27395,3507,12.01,38.09
2021-02-18,6948,682,12.03,24.2
2021-02-19,10769,1292,11.92,22.44
2021-02-20,20898,4094,13.49,23.06
2021-02-21,21852,4623,13.49,30.09
2021-02-22,17676,1877,11.68,19.43
2021-02-23,29752,3782,12.44,21.47
2021-02-24,38979,7070,13.52,24.3
2021-02-25,37143,6284,13.67,23.73
2021-02-26,37555,7005,13.15,25.7
2021-02-27,24130,6685,13.53,26.44
2021-02-28,17462,3859,12.76,25.18
2021-03-01,30262,4313,12.25,20.19
2021-03-02,28481,3619,12.32,21.57
2021-03-03,42018,8104,12.95,23.76
2021-03-04,34944,5303,12.12,21.88
2021-03-05,31198,5140,12.39,24.35
2021-03-06,27238,6240,11.78,23.91
2021-03-07,27980,7372,13.27,24.97
2021-03-08,33402,5076,12.26,21.51
2021-03-09,48532,11699,14.5,26.55
2021-03-10,45400,9476,12.88,28.22
2021-03-11,53261,15133,14.15,30.31
2021-03-12,52575,16915,14.03,31.86
2021-03-13,38465,15052,14.6,39.72
2021-03-14,32304,11229,14.05,28.42
2021-03-15,29718,4676,11.5,19.64
2021-03-16,33206,4825,11.67,20.08
2021-03-17,39811,7503,12.58,22.14
2021-03-18,19597,2957,11.82,22.18
2021-03-19,36426,7353,12.05,31.99
2021-03-20,44909,20141,16.16,35.06
2021-03-21,45631,23242,16.5,37.23
2021-03-22,44602,11592,15.91,30.89
2021-03-23,48452,13112,14.4,29.44
2021-03-24,27952,4825,12.97,20.93
2021-03-25,50629,14028,14.86,29.99
2021-03-26,53508,18107,18.32,34.15
2021-03-27,54502,30210,18.43,39.73
2021-03-28,19125,6131,14.42,54.42
2021-03-29,41786,10812,16.72,27.15
2021-03-30,50404,15209,14.24,30.7
2021-03-31,37016,8366,12.98,34.32
2021-04-01,36727,8800,14.37,24.81
2021-04-02,34865,7966,14.33,28.93
2021-04-03,43055,18163,15.57,31.68
2021-04-04,42975,20360,16.4,37.04
2021-04-05,53280,14861,14.25,28.91
2021-04-06,59165,17060,14.02,34.96
2021-04-07,60470,17210,14.77,30.84
2021-04-08,62923,18629,15.81,31.14
2021-04-09,53063,15124,16.13,29.37
2021-04-10,58593,29003,19.42,36.65
2021-04-11,15753,4382,13.41,28.18
2021-04-12,28794,4853,13.33,20.52
2021-04-13,62396,16286,15.18,30.08
2021-04-14,63013,17100,14.48,27.74
2021-04-15,27857,5175,13.21,28.83
2021-04-16,47630,11784,13.43,25.43
2021-04-17,53348,24160,16.37,34.45
2021-04-18,54372,26280,17.18,31.62
2021-04-19,57912,15088,15.37,25.05
2021-04-20,71895,24241,16.33,29.89
2021-04-21,50996,10768,14.1,21.1
2021-04-22,47289,9812,12.36,23.99
2021-04-23,62899,19894,14.48,29.1
2021-04-24,67231,36850,17.62,36.67
2021-04-25,41044,17443,14.47,33.88
2021-04-26,56500,15158,13.57,26.3
2021-04-27,62709,16867,14.19,24.96
2021-04-28,72381,23948,15.58,29.71
2021-04-29,55631,14945,12.99,27.33
2021-04-30,61287,19406,14.21,27.5
2021-05-01,60435,32405,18.18,32.12
2021-05-02,59725,34257,17.28,35.84
2021-05-03,48589,12242,13.09,23.52
2021-05-04,66559,20455,15.28,25.83
2021-05-05,40490,9259,13.49,19.64
2021-05-06,70596,22671,15.79,25.7
2021-05-07,67193,24011,13.2,25.66
2021-05-08,41710,18049,14.0,25.61
2021-05-09,36413,16904,14.5,26.36
2021-05-10,55404,15768,12.96,22.0
2021-05-11,68228,20851,13.51,23.58
2021-05-12,71687,23177,13.88,24.43
2021-05-13,73049,27688,14.63,25.82
2021-05-14,74843,32537,15.31,27.85
2021-05-15,70834,48113,16.19,31.9
2021-05-16,59633,37505,15.75,33.1
2021-05-17,69082,26190,14.84,28.96
2021-05-18,76988,28873,14.62,26.77
2021-05-19,79827,30033,14.69,26.81
2021-05-20,78136,30106,14.49,24.76
2021-05-21,77726,35182,14.98,26.5
2021-05-22,69669,46879,16.03,30.57
2021-05-23,64148,43447,16.11,31.65
2021-05-24,65951,23304,13.69,24.56
2021-05-25,78402,28619,14.57,24.19
2021-05-26,72024,25866,14.24,26.95
2021-05-27,80426,32201,14.47,26.24
2021-05-28,46284,16516,13.05,26.22
2021-05-29,21593,8466,12.92,24.05
2021-05-30,12812,4872,13.3,22.07
2021-05-31,55761,33502,15.39,28.86
2021-06-01,74933,24640,16.4,40.5
2021-06-02,80454,26140,17.16,46.71
2021-06-03,54801,15247,16.99,43.15
2021-06-04,64624,22059,16.87,38.97
2021-06-05,75711,45684,23.06,78.75
2021-06-06,66401,39829,22.27,57.92
2021-06-07,72120,26026,18.81,53.35
2021-06-08,57007,17848,15.71,42.58
2021-06-09,83312,28922,19.23,48.82
2021-06-10,88418,33031,19.07,52.01
2021-06-11,77100,31065,18.85,65.06
2021-06-12,73080,43950,19.54,67.33
2021-06-13,64493,38106,23.88,55.82
2021-06-14,62291,22245,19.09,62.87
2021-06-15,85456,33794,21.96,54.53
2021-06-16,88502,33793,17.1,47.31
2021-06-17,87015,34554,16.85,40.7
2021-06-18,83719,39560,19.95,45.89
2021-06-19,66146,41438,18.99,46.63
2021-06-20,65886,41695,18.08,52.01
2021-06-21,73593,28412,17.65,37.5
2021-06-22,57494,18109,12.81,26.35
2021-06-23,88878,34629,14.54,26.27
2021-06-24,86053,34740,14.91,26.14
2021-06-25,79553,37147,14.2,26.04
2021-06-26,72109,47005,15.11,33.05
2021-06-27,66270,43906,15.61,34.08
2021-06-28,70503,28267,13.38,28.47
2021-06-29,74810,28629,13.02,26.35
2021-06-30,71684,25195,12.58,26.53
2021-07-01,51303,16729,13.19,22.47
2021-07-02,56327,21895,13.41,28.69
2021-07-03,44265,24241,14.1,27.71
2021-07-04,54288,47298,17.1,34.22
2021-07-05,58657,39216,15.74,31.33
2021-07-06,56957,20458,13.16,26.02
2021-07-07,75135,27824,13.76,25.1
2021-07-08,56207,18755,13.03,23.53
2021-07-09,60113,26275,13.96,27.31
2021-07-10,66868,42554,15.51,29.77
2021-07-11,63743,39754,15.46,38.1
2021-07-12,64616,23379,13.14,24.75
2021-07-13,77037,28479,13.68,26.42
2021-07-14,80417,30041,13.72,23.91
2021-07-15,80007,32488,13.86,24.08
2021-07-16,73868,34422,13.53,28.93
2021-07-17,51903,30501,15.69,36.89
2021-07-18,61954,37972,15.0,34.51
2021-07-19,73699,29080,13.78,26.59
2021-07-20,80130,31480,13.44,25.62
2021-07-21,79279,29484,13.55,29.36
2021-07-22,84381,34118,14.35,33.72
2021-07-23,77449,35181,14.18,26.41
2021-07-24,70369,54886,15.89,33.47
2021-07-25,60104,37970,14.83,27.99
2021-07-26,71148,27697,14.18,28.19
2021-07-27,77643,28581,13.56,24.87
2021-07-28,81915,30583,13.81,24.75
2021-07-29,56715,19384,12.99,26.62
2021-07-30,79497,36274,13.77,27.22
2021-07-31,72654,49267,15.68,28.72
2021-08-01,59052,35627,15.23,28.16
2021-08-02,74279,28946,13.53,25.19
2021-08-03,78931,30037,13.6,24.4
2021-08-04,80082,29156,13.65,24.03
2021-08-05,78876,30585,13.88,23.53
2021-08-06,75073,34366,13.9,26.11
2021-08-07,69295,45988,15.39,30.65
2021-08-08,47640,27829,14.5,30.36
2021-08-09,69856,26662,13.49,25.5
2021-08-10,68533,24153,13.45,26.38
2021-08-11,71931,25999,13.31,27.95
2021-08-12,72484,27314,13.46,25.05
2021-08-13,68466,30267,13.21,27.87
2021-08-14,67701,44095,14.98,28.34
2021-08-15,64878,43744,15.13,29.22
2021-08-16,72727,29605,13.84,37.2
2021-08-17,78048,29382,13.52,23.57
2021-08-18,77309,29222,13.53,23.27
2021-08-19,75489,29365,13.34,23.0
2021-08-20,70945,31407,13.38,26.14
2021-08-21,59577,36819,14.84,33.07
2021-08-22,10716,5137,13.08,27.18
2021-08-23,56328,20533,13.95,25.45
2021-08-24,79426,29861,14.26,28.34
2021-08-25,78033,28682,13.79,26.02
2021-08-26,75261,28427,13.45,25.83
2021-08-27,63127,25583,13.76,24.13
2021-08-28,65016,39331,14.51,30.64
2021-08-29,62935,39543,15.46,28.49
2021-08-30,73489,27686,13.42,23.68
2021-08-31,82250,29729,13.43,23.57
2021-09-01,38275,12512,12.38,22.69
2021-09-02,82899,43576,14.57,28.64
2021-09-03,77151,37922,14.5,26.7
2021-09-04,62911,46206,16.13,29.59
2021-09-05,50820,36690,14.95,28.39
2021-09-06,64222,42115,15.61,30.26
2021-09-07,77367,29560,13.84,25.3
2021-09-08,83734,29402,13.84,22.25
2021-09-09,57916,19738,13.17,21.43
2021-09-10,88939,37674,14.24,25.89
2021-09-11,80692,52895,16.25,29.97
2021-09-12,71815,45413,15.87,29.54
2021-09-13,79082,26911,14.5,30.89
2021-09-14,89331,29149,14.18,23.04
2021-09-15,89007,29361,14.09,23.98
2021-09-16,81012,28625,13.42,22.86
2021-09-17,81224,30692,13.99,23.22
2021-09-18,77669,46982,15.75,27.95
2021-09-19,72453,44017,15.91,27.61
2021-09-20,82000,27099,13.72,22.76
2021-09-21,85936,27304,14.23,23.01
2021-09-22,86529,26849,13.73,21.05
2021-09-23,67034,19708,13.14,22.52
2021-09-24,83575,32326,14.46,23.3
2021-09-25,77410,47783,16.23,28.82
2021-09-26,71061,42499,15.31,28.57
2021-09-27,81261,25550,13.95,23.76
2021-09-28,76173,20385,13.84,21.92
2021-09-29,86435,25101,14.85,23.25
2021-09-30,85924,26659,14.29,23.08
2021-10-01,85089,30739,15.64,25.33
2021-10-02,75949,44206,16.51,28.99
2021-10-03,68896,39408,15.87,29.48
2021-10-04,57959,15654,12.96,24.3
2021-10-05,81583,22349,14.19,24.49
2021-10-06,86576,24109,14.5,24.56
2021-10-07,87870,27465,14.03,24.46
2021-10-08,83742,32066,15.62,30.04
2021-10-09,69602,38489,15.44,31.92
2021-10-10,47371,22015,14.43,27.8
2021-10-11,71199,26058,14.49,26.94
2021-10-12,84621,23693,15.37,25.65
2021-10-13,86333,23517,14.4,22.24
2021-10-14,89058,27220,16.1,25.22
2021-10-15,86082,32389,15.54,30.13
2021-10-16,64867,34376,15.34,30.24
2021-10-17,61267,29593,14.71,27.77
2021-10-18,70008,17306,13.08,20.8
2021-10-19,80018,20100,13.97,21.7
2021-10-20,87904,24122,13.85,22.25
2021-10-21,87824,25910,13.88,26.01
2021-10-22,82266,29305,14.08,25.27
2021-10-23,61404,29965,14.49,28.24
2021-10-24,57866,27173,15.25,28.09
2021-10-25,72910,19536,14.83,28.19
2021-10-26,38428,9587,12.86,21.82
2021-10-27,78902,19084,13.35,26.85
2021-10-28,79338,21351,13.6,23.82
2021-10-29,64693,17929,13.82,26.15
2021-10-30,55341,23829,15.04,27.55
2021-10-31,57697,28029,16.64,33.77
2021-11-01,71022,18633,13.86,23.02
2021-11-02,67590,15221,13.87,22.36
2021-11-03,71502,15757,13.8,20.69
2021-11-04,69727,16031,13.65,21.57
2021-11-05,67324,18955,14.47,26.48
2021-11-06,58287,26372,15.21,29.06
2021-11-07,53907,25473,14.28,30.83
2021-11-08,68490,16468,15.41,25.28
2021-11-09,77146,19566,14.65,28.29
2021-11-10,77874,20321,14.13,24.31
2021-11-11,71515,21410,13.93,24.57
2021-11-12,53615,16360,13.88,24.56
2021-11-13,49727,21748,15.24,35.55
2021-11-14,45412,17781,14.55,25.92
2021-11-15,56837,11535,13.07,20.58
2021-11-16,64041,13239,13.83,27.92
2021-11-17,69839,15715,13.34,33.54
2021-11-18,74722,19950,14.01,27.23
2021-11-19,59046,15044,13.2,24.09
2021-11-20,49820,19734,14.85,29.43
2021-11-21,46088,19295,14.74,27.73
2021-11-22,51925,11727,13.05,34.05
2021-11-23,50936,10265,12.94,23.08
2021-11-24,46248,11202,13.49,22.63
2021-11-25,22925,12109,17.48,35.51
2021-11-26,23948,8037,12.92,27.25
2021-11-27,28021,9403,14.78,29.07
2021-11-28,32012,9648,13.03,24.53
2021-11-29,49965,8604,13.03,23.81
2021-11-30,54984,9186,12.23,18.9
2021-12-01,62349,11684,12.9,19.5
2021-12-02,65289,14073,12.44,34.99
2021-12-03,58961,13624,13.03,23.4
2021-12-04,50174,17987,14.25,33.72
2021-12-05,45613,16896,13.69,24.09
2021-12-06,56239,11496,12.83,26.46
2021-12-07,56828,10361,11.95,18.34
2021-12-08,55960,9916,12.03,27.03
2021-12-09,56090,10463,11.79,19.14
2021-12-10,60488,15105,12.78,20.43
2021-12-11,46719,17542,13.76,32.65
2021-12-12,45260,16849,18.94,38.9
2021-12-13,56533,11766,15.83,22.81
2021-12-14,62696,13007,16.49,27.65
2021-12-15,60482,12621,16.86,24.38
2021-12-16,64736,15871,15.94,24.74
2021-12-17,60570,17465,17.91,28.33
2021-12-18,30322,9191,16.89,26.52
2021-12-19,31366,8944,16.31,35.09
2021-12-20,38012,7528,14.27,23.13
2021-12-21,42140,8811,14.09,24.37
2021-12-22,34311,7615,14.72,26.82
2021-12-23,34286,6998,13.31,24.19
2021-12-24,24864,6455,15.89,26.43
2021-12-25,11461,4945,24.38,50.97
2021-12-26,22966,8771,23.14,48.78
2021-12-27,25352,6231,21.59,34.88
2021-12-28,31489,9239,24.21,36.12
2021-12-29,31155,8501,20.05,39.27
2021-12-30,35506,11419,20.73,38.79
2021-12-31,34582,14114,17.82,42.28
2022-01-01,14363,6532,24.29,49.6
2022-01-02,31969,12265,36.32,43.98
2022-01-03,29511,4615,40.1,49.75
2022-01-04,32562,5317,45.92,64.96
2022-01-05,30056,5024,32.69,43.77
2022-01-06,39269,6735,27.77,36.16
2022-01-07,15441,2397,40.21,50.65
2022-01-08,20997,4132,43.68,56.74
2022-01-09,18486,3602,35.19,40.21
2022-01-10,31657,4060,30.54,36.97
2022-01-11,24888,2816,27.96,33.48
2022-01-12,36503,5133,25.71,41.23
2022-01-13,44280,7518,15.54,23.64
2022-01-14,39851,6986,16.43,26.23
2022-01-15,20188,3529,16.0,28.93
2022-01-16,18231,3357,15.45,32.51
2022-01-17,25707,4180,12.58,21.68
2022-01-18,38814,5231,13.62,19.86
2022-01-19,47871,7500,12.73,20.93
2022-01-20,30526,4375,12.9,23.93
2022-01-21,30967,4039,12.04,19.88
2022-01-22,27515,5503,14.05,25.94
2022-01-23,27910,5907,12.92,25.67
2022-01-24,37801,4790,11.2,17.3
2022-01-25,45584,6398,11.65,17.7
2022-01-26,38461,4818,11.55,17.18
2022-01-27,39786,5272,11.43,17.88
2022-01-28,31694,4046,11.82,20.28
2022-01-29,2417,510,26.65,50.65
2022-01-30,8571,1117,23.01,46.2
2022-01-31,20668,2170,15.92,24.28
2022-02-01,26976,3017,14.77,27.63
2022-02-02,37967,4988,14.14,22.33
2022-02-03,24021,3271,11.88,19.63
